date,race_id,pred_top3,pred_top5,actual_top3,actual_top5,pred_pwin_top5
20250122,2025_0122_43_08,14|7|3,14|7|3|10|5,5|10,5|10|3,0.113374|0.099769|0.087008|0.086339|0.081842
20250122,2025_0122_43_09,2|4|9,2|4|9|10|3,2|10,2|10|3|4,0.139871|0.123976|0.123976|0.114440|0.103622
20250122,2025_0122_43_10,5|2|4,5|2|4|9|7,4|2,4|2|7|5,0.207462|0.115257|0.108053|0.089767|0.079793
20250122,2025_0122_43_11,4|7|9,4|7|9|8|10,9|7,9|7|4,0.170703|0.170703|0.170703|0.099577|0.085351
20250122,2025_0122_43_12,7|9|1,7|9|1|6|11,1|7,1|7|6,0.098825|0.097913|0.095966|0.094451|0.084450
20250122,2025_0122_47_01,6|4|1,6|4|1|8|2,4|6,4|6|8,0.148544|0.137403|0.130860|0.127011|0.118081
20250122,2025_0122_47_02,4|8|10,4|8|10|3|6,4|3,4|3|8,0.233487|0.152828|0.123611|0.084055|0.080347
20250122,2025_0122_47_03,8|5|6,8|5|6|2|3,2|6|8,2|6|8|3,0.159280|0.145478|0.130355|0.120513|0.119517
20250122,2025_0122_47_04,5|2|3,5|2|3|8|6,2|5|6,2|5|6|3,0.192142|0.137244|0.131862|0.117160|0.116450
20250122,2025_0122_47_05,2|6|1,2|6|1|4|8,6,6|4|1,0.209646|0.143507|0.127447|0.123840|0.109392
20250122,2025_0122_47_06,2|6|8,2|6|8|3|10,3|10,3|10|8,0.132730|0.127420|0.126409|0.117982|0.101127
20250122,2025_0122_47_07,1|5|3,1|5|3|6|2,1|3|5,1|3|5|6,0.172887|0.158068|0.137850|0.121591|0.108353
20250122,2025_0122_47_08,4|7|9,4|7|9|5|1,9|4,9|4|7|1,0.340452|0.145908|0.113484|0.088814|0.075656
20250122,2025_0122_47_09,1|2|4,1|2|4|7|8,4|1,4|1|8,0.175515|0.175515|0.175515|0.175515|0.175515
20250122,2025_0122_47_10,7|3|6,7|3|6|2|4,6|7,6|7|2,0.147836|0.134220|0.127509|0.115917|0.115917
20250122,2025_0122_47_11,9|7|6,9|7|6|2|10,9|7|6,9|7|6,0.344457|0.129171|0.088117|0.074882|0.068174
20250122,2025_0122_51_01,1|4|9,1|4|9|5|6,9|6,9|6,0.417190|0.088495|0.077531|0.066175|0.065872
20250122,2025_0122_51_02,1|5|7,1|5|7|8|3,8|7,8|7,0.171086|0.157926|0.157926|0.127744|0.107771
20250122,2025_0122_51_03,3|9|10,3|9|10|6|7,9|3|7,9|3|7|6,0.135388|0.130553|0.109352|0.106157|0.100658
20250122,2025_0122_51_04,10|5|8,10|5|8|9|3,8|9,8|9,0.294699|0.093063|0.088410|0.084200|0.083158
20250122,2025_0122_51_05,8|9|7,8|9|7|6|3,6,6|3|8,0.278135|0.278135|0.086917|0.073470|0.052978
20250122,2025_0122_51_06,10|8|1,10|8|1|6|2,10,10|6,0.182759|0.110977|0.109656|0.098409|0.090973
20250122,2025_0122_51_07,8|11|9,8|11|9|10|1,11|10,11|10|9,0.383358|0.095840|0.071880|0.057865|0.054765
20250122,2025_0122_51_08,7|4|11,7|4|11|8|10,7|10,7|10|11,0.200557|0.120334|0.084445|0.084105|0.082582
20250122,2025_0122_51_09,7|1|5,7|1|5|3|8,3|1,3|1|5|7,0.325650|0.130260|0.119976|0.116303|0.108550
20250122,2025_0122_51_10,9|11|1,9|11|1|4|12,9|1,9|1|11|12,0.166856|0.108819|0.104285|0.091567|0.081510
20250122,2025_0122_51_11,2|8|4,2|8|4|9|6,8|9,8|9|4,0.259993|0.259993|0.129997|0.092256|0.055150
20250122,2025_0122_51_12,11|4|1,11|4|1|3|12,11|12,11|12|4|3,0.156175|0.109323|0.097609|0.096461|0.091102
20250122,2025_0122_54_01,5|6|2,5|6|2|7|10,6|7|2,6|7|2|5,0.289189|0.289189|0.057838|0.053554|0.045661
20250122,2025_0122_54_02,9|3|1,9|3|1|5|2,1|3,1|3|2,0.286574|0.156313|0.111445|0.102348|0.083041
20250122,2025_0122_54_03,7|8|9,7|8|9|10|11,7|10|9,7|10|9|8,0.344807|0.123145|0.102165|0.055614|0.053363
20250122,2025_0122_54_04,3|6|1,3|6|1|5|2,,2|1,0.123400|0.098720|0.092913|0.091669|0.089746
20250122,2025_0122_54_05,7|10|3,7|10|3|9|6,3|9|10,3|9|10|7,0.146663|0.131460|0.121330|0.088844|0.087805
20250122,2025_0122_54_06,10|2|7,10|2|7|9|1,10,10,0.142459|0.137546|0.133365|0.122107|0.104850
20250122,2025_0122_54_07,8|3|1,8|3|1|4|2,3|8|1,3|8|1|2,0.433831|0.190886|0.068500|0.066018|0.065238
20250122,2025_0122_54_08,5|3|6,5|3|6|7|4,5|7,5|7|4,0.170956|0.169098|0.154744|0.141713|0.133559
20250122,2025_0122_54_09,2|7|4,2|7|4|1|3,4,4|7|1,0.133635|0.102315|0.099633|0.098468|0.098468
20250123,2025_0123_43_01,1|2|4,1|2|4|9|10,10|4|1,10|4|1,0.184908|0.123272|0.123272|0.085342|0.080897
20250123,2025_0123_43_02,2|6|7,2|6|7|1|9,6|2,6|2,0.257989|0.165543|0.078830|0.064497|0.062234
20250123,2025_0123_43_03,9|3|11,9|3|11|6|10,9,9|3,0.148875|0.115792|0.093524|0.092634|0.082709
20250123,2025_0123_43_04,8|9|10,8|9|10|6|7,8|9,8|9|10|7,0.255187|0.131239|0.071326|0.069405|0.065620
20250123,2025_0123_43_05,2|1|9,2|1|9|11|5,2|1|9,2|1|9,0.154715|0.124632|0.124632|0.078715|0.075669
20250123,2025_0123_43_06,8|3|6,8|3|6|4|7,8|6|4,8|6|4,0.252266|0.094600|0.094600|0.084089|0.084089
20250123,2025_0123_43_07,4|2|10,4|2|10|7|6,6|7,6|7|2,0.207979|0.110922|0.110922|0.100838|0.092435
20250123,2025_0123_43_08,11|5|6,11|5|6|1|8,11,11|1|6,0.162468|0.119144|0.102123|0.097481|0.089358
20250123,2025_0123_43_09,11|9|10,11|9|10|2|4,4|9,4|9|10|2,0.259425|0.136540|0.129713|0.086475|0.068671
20250123,2025_0123_43_10,12|2|1,12|2|1|10|4,4,4,0.103973|0.099814|0.093810|0.085555|0.081018
20250123,2025_0123_43_11,1|5|10,1|5|10|6|3,1|10|5,1|10|5|6,0.188615|0.188615|0.134725|0.083829|0.065605
20250123,2025_0123_43_12,4|7|12,4|7|12|1|2,4,4|1|2,0.102999|0.101727|0.098253|0.083442|0.073244
20250123,2025_0123_47_01,1|6|9,1|6|9|2|7,6|9,6|9|1,0.314692|0.314692|0.094408|0.078673|0.044532
20250123,2025_0123_47_02,7|8|6,7|8|6|2|1,8|2,8|2|7|6,0.444543|0.098787|0.090723|0.088909|0.074090
20250123,2025_0123_47_03,8|6|1,8|6|1|2|5,1|8,1|8|2|5,0.204016|0.153012|0.137711|0.136011|0.108008
20250123,2025_0123_47_04,8|3|4,8|3|4|5|1,3|4|8,3|4|8,0.197007|0.175117|0.115634|0.108555|0.106887
20250123,2025_0123_47_05,9|3|1,9|3|1|4|8,9,9|3|1,0.369088|0.172241|0.111585|0.074696|0.064895
20250123,2025_0123_47_06,2|5|9,2|5|9|7|8,9|7|8,9|7|8|2,0.129640|0.121409|0.119928|0.114777|0.113596
20250123,2025_0123_47_07,3|6|7,3|6|7|1|8,3|6,3|6|1|7,0.206856|0.136418|0.123201|0.116357|0.089038
20250123,2025_0123_47_08,1|7|4,1|7|4|9|5,5|1|9,5|1|9|7,0.210508|0.165855|0.112850|0.096021|0.092909
20250123,2025_0123_47_09,8|2|4,8|2|4|6|3,8,8|6|2,0.317295|0.103121|0.103121|0.093000|0.079324
20250123,2025_0123_47_10,11|3|8,11|3|8|4|10,3|4,3|4|8|11,0.249830|0.124915|0.120288|0.108900|0.101282
20250123,2025_0123_47_11,4|7|3,4|7|3|2|8,3|8|4,3|8|4,0.294185|0.147093|0.088256|0.078449|0.073546
20250123,2025_0123_51_01,3|6|5,3|6|5|4|8,6|3,6|3|5|8,0.183327|0.156410|0.155880|0.093146|0.090759
20250123,2025_0123_51_02,2|5|6,2|5|6|1|3,6,6|1|5,0.197418|0.164515|0.150210|0.138539|0.121863
20250123,2025_0123_51_03,3|7|1,3|7|1|9|5,3|7,3|7|1,0.257336|0.183811|0.096270|0.091567|0.086682
20250123,2025_0123_51_04,4|8|3,4|8|3|10|5,8|4|5,8|4|5|3,0.369622|0.079205|0.077815|0.073924|0.073287
20250123,2025_0123_51_05,6|4|2,6|4|2|12|7,4|6|2,4|6|2,0.195764|0.139831|0.103034|0.082823|0.073143
20250123,2025_0123_51_06,5|7|3,5|7|3|4|2,5|2,5|2,0.373319|0.090807|0.084298|0.081156|0.074664
20250123,2025_0123_51_07,10|2|4,10|2|4|5|6,10|6,10|6|4,0.221764|0.131042|0.110882|0.089828|0.088705
20250123,2025_0123_51_08,2|10|5,2|10|5|4|3,10|4,10|4|5,0.245435|0.245435|0.130899|0.098174|0.062474
20250123,2025_0123_51_09,6|7|1,6|7|1|3|4,3|6|1,3|6|1|7,0.203968|0.159975|0.135979|0.135979|0.126266
20250123,2025_0123_51_10,10|8|3,10|8|3|4|6,10|3,10|3|8|6,0.220917|0.121148|0.111494|0.104586|0.096572
20250123,2025_0123_51_11,3|8|9,3|8|9|5|6,6,6,0.199804|0.099902|0.099902|0.092217|0.090820
20250123,2025_0123_51_12,3|4|7,3|4|7|5|6,3,3|4|7,0.253567|0.126784|0.084522|0.078021|0.070435
20250123,2025_0123_55_01,2|12|6,2|12|6|11|8,2|12,2|12|6,0.264708|0.099266|0.079412|0.069486|0.066177
20250123,2025_0123_55_02,1|8|5,1|8|5|3|2,2|5,2|5|8,0.115890|0.109791|0.096851|0.096067|0.084114
20250123,2025_0123_55_03,12|1|7,12|1|7|11|2,12,12|2,0.206640|0.172200|0.085734|0.074818|0.068880
20250123,2025_0123_55_04,2|5|6,2|5|6|7|8,6,6|8|5,0.161241|0.161241|0.161241|0.161241|0.161241
20250123,2025_0123_55_05,1|3|5,1|3|5|7|10,7,7|10,0.165171|0.165171|0.165171|0.165171|0.165171
20250123,2025_0123_55_06,4|2|6,4|2|6|1|3,2,2|3,0.221622|0.106854|0.097775|0.083108|0.083108
20250123,2025_0123_55_07,7|6|3,7|6|3|4|8,7|8|6,7|8|6|3,0.129960|0.111395|0.108300|0.091737|0.082850
20250123,2025_0123_55_08,2|11|6,2|11|6|1|5,5|1,5|1|6,0.324122|0.075301|0.075243|0.070601|0.070291
20250123,2025_0123_55_09,3|4|2,3|4|2|8|1,3|8,3|8|1|2,0.150661|0.140617|0.127834|0.120529|0.107936
20250123,2025_0123_55_10,9|8|3,9|8|3|4|10,8,8|10|9,0.177066|0.151771|0.084031|0.080319|0.080270
20250123,2025_0123_55_11,10|3|7,10|3|7|4|6,10|3|7,10|3|7,0.173768|0.156392|0.086884|0.082466|0.076781
20250123,2025_0123_55_12,3|7|9,3|7|9|1|5,7|9,7|9|1,0.231433|0.231433|0.108910|0.077144|0.077144
20250124,2025_0124_43_01,10|2|5,10|2|5|6|9,2|9,2|9|5,0.135518|0.116158|0.108414|0.108414|0.101638
20250124,2025_0124_43_02,1|2|3,1|2|3|4|5,4|5,4|5|3,0.125000|0.125000|0.125000|0.125000|0.125000
20250124,2025_0124_43_03,7|9|3,7|9|3|6|2,3|9|2,3|9|2|6,0.299122|0.199414|0.078716|0.062973|0.062082
20250124,2025_0124_43_04,4|6|10,4|6|10|1|9,4,4|10,0.120508|0.092495|0.091691|0.087871|0.087871
20250124,2025_0124_43_05,8|9|1,8|9|1|7|3,,8|3,0.163776|0.119836|0.109184|0.095869|0.087880
20250124,2025_0124_43_06,6|4|9,6|4|9|10|5,9|6|4,9|6|4,0.146211|0.117491|0.093993|0.090751|0.086762
20250124,2025_0124_43_07,4|9|3,4|9|3|12|10,9|12,9|12|4|3,0.177451|0.162663|0.119857|0.108442|0.087283
20250124,2025_0124_43_08,11|6|1,11|6|1|7|10,7|10|1,7|10|1,0.275900|0.116168|0.082770|0.078829|0.068975
20250124,2025_0124_43_09,4|9|11,4|9|11|7|1,11|7,11|7|1,0.206150|0.206150|0.206150|0.075950|0.053010
20250124,2025_0124_43_10,9|11|6,9|11|6|2|7,9|6,9|6|11,0.286190|0.143095|0.083472|0.079497|0.075597
20250124,2025_0124_43_11,6|12|4,6|12|4|9|14,12,12|4|14,0.242946|0.121473|0.071984|0.071455|0.066258
20250124,2025_0124_43_12,2|12|9,2|12|9|3|7,3|2|9,3|2|9|12,0.155003|0.103335|0.091178|0.083463|0.081192
20250124,2025_0124_47_01,10|9|4,10|9|4|6|3,4|3,4|3|9|10,0.151901|0.139243|0.111394|0.106654|0.088609
20250124,2025_0124_47_02,6|1|7,6|1|7|2|4,7|2|6,7|2|6|1,0.212110|0.166657|0.155547|0.118483|0.095885
20250124,2025_0124_47_03,8|6|1,8|6|1|5|7,7|6,7|6|8,0.138671|0.136194|0.127115|0.116061|0.100944
20250124,2025_0124_47_04,6|5|10,6|5|10|7|4,6|10,6|10|5,0.170666|0.133394|0.101801|0.092595|0.090666
20250124,2025_0124_47_05,4|3|5,4|3|5|7|9,3|4|9,3|4|9|5,0.193389|0.141013|0.112810|0.108298|0.103141
20250124,2025_0124_47_06,7|2|6,7|2|6|9|1,7|1,7|1|2|6,0.135480|0.130397|0.125059|0.111439|0.103174
20250124,2025_0124_47_07,2|1|7,2|1|7|5|8,2|8|1,2|8|1|5|7,0.270334|0.164551|0.129115|0.111862|0.110136
20250124,2025_0124_47_08,3|5|9,3|5|9|4|2,3,3|5|9,0.397851|0.099463|0.090937|0.086629|0.072581
20250124,2025_0124_47_09,5|1|8,5|1|8|2|7,1|7|8,1|7|8|5,0.189858|0.160626|0.154909|0.151359|0.090610
20250124,2025_0124_47_10,5|2|9,5|2|9|7|3,9|2,9|2|5|7,0.292087|0.125180|0.090408|0.089249|0.083453
20250124,2025_0124_47_11,6|2|10,6|2|10|8|1,6|10,6|10|2|8,0.179697|0.168466|0.141866|0.090396|0.088861
20250124,2025_0124_47_12,5|2|9,5|2|9|4|3,9|2,9|2|3|4,0.146517|0.130034|0.130034|0.112029|0.107833
20250125,2025_0125_55_01,9|2|8,9|2|8|3|4,4|8|2,4|8|2|3,0.158084|0.141147|0.112917|0.111153|0.102210
20250125,2025_0125_55_02,7|6|3,7|6|3|10|4,7|6,7|6|10,0.351916|0.117305|0.074088|0.065805|0.064239
20250125,2025_0125_55_03,5|4|7,5|4|7|9|2,5|7,5|7|4|9,0.155927|0.116642|0.097201|0.096229|0.085310
20250125,2025_0125_55_04,5|7|10,5|7|10|6|9,9,9|6,0.122464|0.116756|0.106491|0.100459|0.099835
20250125,2025_0125_55_05,5|7|6,5|7|6|3|2,7|3,7|3,0.344359|0.135284|0.133300|0.099334|0.093916
20250125,2025_0125_55_06,4|11|6,4|11|6|5|2,11|6,11|6|4,0.148694|0.130763|0.097801|0.095780|0.091564
20250125,2025_0125_55_07,11|4|8,11|4|8|1|3,11|3,11|3,0.197556|0.123472|0.097716|0.095785|0.085894
20250125,2025_0125_55_08,8|5|9,8|5|9|2|12,8|9|5,8|9|5,0.350839|0.079222|0.067284|0.064628|0.061913
20250125,2025_0125_55_09,2|10|8,2|10|8|1|7,10|1,10|1|7,0.226396|0.167453|0.116101|0.095571|0.080625
20250125,2025_0125_55_10,3|2|9,3|2|9|10|1,2|9|10,2|9|10|3,0.288786|0.144393|0.086636|0.083427|0.072196
20250125,2025_0125_55_11,4|2|8,4|2|8|5|9,9|4,9|4|5|2,0.162905|0.157918|0.147390|0.113114|0.097428
20250125,2025_0125_55_12,12|9|7,12|9|7|5|6,9|5,9|5|7|12,0.146912|0.130744|0.100981|0.099672|0.075277
20250126,2025_0126_54_01,1|3|6,1|3|6|7|2,6|2,6|2|3|1,0.328472|0.328472|0.082118|0.065694|0.057966
20250126,2025_0126_54_02,8|4|2,8|4|2|1|7,8|4,8|4|2,0.301968|0.158930|0.105449|0.087412|0.087412
20250126,2025_0126_54_03,5|8|6,5|8|6|2|7,6|8,6|8,0.286059|0.286059|0.111245|0.071515|0.061298
20250126,2025_0126_54_04,6|4|1,6|4|1|11|2,6|4|11,6|4|11|1,0.150466|0.146286|0.133747|0.125388|0.083592
20250126,2025_0126_54_05,2|5|6,2|5|6|4|3,2|6|5,2|6|5|3|4,0.252864|0.200887|0.100809|0.098204|0.092943
20250126,2025_0126_54_06,10|5|4,10|5|4|1|7,10|5|1,10|5|1,0.219645|0.167729|0.102501|0.092251|0.085417
20250126,2025_0126_54_07,10|3|9,10|3|9|7|6,10|3|9,10|3|9|6,0.263083|0.175389|0.079421|0.077171|0.071518
20250126,2025_0126_54_08,8|10|1,8|10|1|9|5,8|1|9,8|1|9|5,0.129624|0.129453|0.127227|0.106986|0.093113
20250126,2025_0126_54_09,1|9|8,1|9|8|2|7,1,1|8,0.229505|0.229505|0.094502|0.091802|0.084817
20250126,2025_0126_54_10,5|2|6,5|2|6|3|1,2|5|6,2|5|6|1,0.263785|0.217353|0.208830|0.127855|0.100814
20250126,2025_0126_54_11,9|6|8,9|6|8|12|7,7|12,7|12|8,0.133575|0.124245|0.092451|0.087778|0.082026
20250126,2025_0126_55_01,7|11|9,7|11|9|1|5,11|7,11|7,0.252664|0.135356|0.090959|0.081829|0.070660
20250126,2025_0126_55_02,3|2|6,3|2|6|10|5,10|2,10|2|5,0.137364|0.122101|0.112254|0.103586|0.098487
20250126,2025_0126_55_03,4|9|11,4|9|11|6|8,8|4,8|4|6,0.234760|0.234760|0.088035|0.078253|0.058690
20250126,2025_0126_55_04,4|1|5,4|1|5|12|3,12|3,12|3|4|1,0.142954|0.099446|0.095055|0.084871|0.083173
20250126,2025_0126_55_05,5|4|1,5|4|1|10|7,4,4|1,0.230465|0.158162|0.122915|0.081254|0.067958
20250126,2025_0126_55_06,4|7|2,4|7|2|8|1,4,4|2|7,0.177988|0.147245|0.129575|0.121201|0.115692
20250126,2025_0126_55_07,10|7|9,10|7|9|6|3,10,10|9|3,0.312688|0.091201|0.089339|0.081571|0.079990
20250126,2025_0126_55_08,2|5|7,2|5|7|3|6,3,3|7|2,0.187712|0.133484|0.099250|0.098796|0.090620
20250126,2025_0126_55_09,4|1|11,4|1|11|10|6,10|4,10|4|1,0.207011|0.141950|0.134940|0.077629|0.071439
20250126,2025_0126_55_10,10|1|4,10|1|4|2|8,10|1|8,10|1|8|2|4,0.237359|0.150704|0.121101|0.102514|0.088808
20250126,2025_0126_55_11,8|4|9,8|4|9|1|6,8|4,8|4|9|6,0.187269|0.165661|0.124246|0.105482|0.098598
20250127,2025_0127_44_01,11|5|6,11|5|6|8|2,2|8,2|8|5|11,0.425019|0.070837|0.070837|0.053127|0.049489
20250127,2025_0127_44_02,1|2|3,1|2|3|4|5,3|1,3|1|4|5,0.071429|0.071429|0.071429|0.071429|0.071429
20250127,2025_0127_44_03,14|6|7,14|6|7|11|9,14,14|7,0.291310|0.145655|0.081931|0.074908|0.055113
20250127,2025_0127_44_04,1|11|10,1|11|10|4|7,1,1|10|7,0.111347|0.105208|0.097115|0.087866|0.079534
20250127,2025_0127_44_05,2|8|10,2|8|10|4|9,8|10,8|10|9,0.396527|0.079305|0.079305|0.066088|0.066088
20250127,2025_0127_44_06,11|3|2,11|3|2|1|10,3|10,3|10,0.443730|0.073955|0.059164|0.053785|0.052204
20250127,2025_0127_44_07,9|8|7,9|8|7|1|6,8|1,8|1|6|9,0.310532|0.207021|0.147872|0.095548|0.062106
20250127,2025_0127_44_08,3|9|4,3|9|4|11|8,3|9|4,3|9|4,0.149571|0.118082|0.096153|0.077364|0.071424
20250127,2025_0127_44_09,14|1|2,14|1|2|10|3,1|2,1|2|3,0.126884|0.105969|0.104313|0.076360|0.074178
20250127,2025_0127_44_10,6|14|2,6|14|2|15|3,6,6,0.117079|0.100133|0.087809|0.084977|0.075884
20250127,2025_0127_44_11,1|3|13,1|3|13|6|2,3,3|13,0.199633|0.199633|0.061425|0.055897|0.055454
20250127,2025_0127_44_12,1|3|13,1|3|13|4|5,13|3|1,13|3|1,0.268361|0.104362|0.086369|0.079514|0.064459
20250127,2025_0127_48_01,8|10|4,8|10|4|2|5,5,5|2|10,0.288431|0.288431|0.066561|0.059383|0.052442
20250127,2025_0127_48_02,9|10|2,9|10|2|5|4,2|9|5,2|9|5|4,0.323416|0.161708|0.076098|0.066914|0.064683
20250127,2025_0127_48_03,10|3|5,10|3|5|9|6,3|6,3|6|5|9,0.503396|0.069330|0.062925|0.062925|0.058430
20250127,2025_0127_48_04,10|3|8,10|3|8|4|9,3|10|9,3|10|9|8|4,0.428927|0.085785|0.066722|0.063545|0.059320
20250127,2025_0127_48_05,3|9|1,3|9|1|7|10,1|3,1|3|9|10,0.187741|0.100129|0.096124|0.085825|0.081658
20250127,2025_0127_48_06,3|9|1,3|9|1|11|10,11|3|9,11|3|9,0.192966|0.128644|0.104306|0.102915|0.087381
20250127,2025_0127_48_07,9|6|10,9|6|10|11|5,9|5,9|5,0.424810|0.073243|0.068888|0.062935|0.057407
20250127,2025_0127_48_08,5|8|1,5|8|1|2|4,1|2|5,1|2|5|4,0.104966|0.104966|0.104092|0.101553|0.101005
20250127,2025_0127_48_09,3|6|7,3|6|7|1|5,7|5,7|5|3,0.315982|0.165891|0.150284|0.105327|0.079695
20250127,2025_0127_48_10,3|1|8,3|1|8|4|11,4|11|1,4|11|1,0.361979|0.093080|0.083534|0.072396|0.067033
20250127,2025_0127_48_11,2|3|7,2|3|7|4|1,7|3,7|3|2,0.263347|0.165532|0.129322|0.083562|0.081744
20250128,2025_0128_44_01,11|5|6,11|5|6|12|10,12|10,12|10|11,0.191673|0.139399|0.115896|0.095837|0.080705
20250128,2025_0128_44_02,2|7|1,2|7|1|9|4,9|1|7,9|1|7,0.177602|0.101487|0.093680|0.090210|0.078341
20250128,2025_0128_44_03,6|10|7,6|10|7|2|1,6|1,6|1|7,0.294929|0.294929|0.065540|0.055299|0.052046
20250128,2025_0128_44_04,8|2|3,8|2|3|1|5,8|5,8|5|3,0.119376|0.095501|0.095501|0.086819|0.079584
20250128,2025_0128_44_05,3|7|5,3|7|5|6|1,7|5,7|5,0.245589|0.184192|0.147353|0.073677|0.070168
20250128,2025_0128_44_06,16|5|15,16|5|15|4|1,5,5|1,0.141528|0.128662|0.083910|0.066169|0.064331
20250128,2025_0128_44_07,4|3|10,4|3|10|8|9,4|3,4|3|10,0.201438|0.116066|0.114611|0.107713|0.086432
20250128,2025_0128_44_08,9|6|11,9|6|11|10|12,9|6|12,9|6|12|10,0.292873|0.104598|0.073218|0.062416|0.061954
20250128,2025_0128_44_09,3|11|4,3|11|4|5|6,3|11|4,3|11|4|5,0.207629|0.133476|0.116791|0.088017|0.083598
20250128,2025_0128_44_10,3|6|12,3|6|12|4|1,12|6,12|6|1,0.275978|0.118276|0.118276|0.084483|0.078851
20250128,2025_0128_44_11,8|3|7,8|3|7|4|5,7|8|3,7|8|3|5,0.430735|0.111157|0.107684|0.087742|0.070324
20250128,2025_0128_44_12,1|9|5,1|9|5|11|6,1|11|9,1|11|9,0.131205|0.120400|0.091443|0.089185|0.080267
20250128,2025_0128_48_01,10|9|1,10|9|1|7|2,10|7|1,10|7|1|2,0.323912|0.092147|0.090233|0.070323|0.066863
20250128,2025_0128_48_02,8|2|7,8|2|7|5|9,8,8|2|7,0.120636|0.115905|0.103704|0.101647|0.101045
20250128,2025_0128_48_03,3|2|4,3|2|4|10|11,10|3,10|3,0.396732|0.105017|0.066122|0.061628|0.060832
20250128,2025_0128_48_04,3|7|8,3|7|8|9|2,2|3|8,2|3|8|7|9,0.279326|0.279326|0.111731|0.060723|0.053205
20250128,2025_0128_48_05,6|3|7,6|3|7|4|11,11|7,11|7,0.374374|0.076577|0.074875|0.073950|0.066345
20250128,2025_0128_48_06,5|2|3,5|2|3|4|10,10,10|3,0.146428|0.115485|0.101786|0.093991|0.092738
20250128,2025_0128_48_07,10|3|11,10|3|11|1|6,6|11,6|11|10,0.366058|0.099834|0.081346|0.075365|0.062753
20250128,2025_0128_48_08,6|9|8,6|9|8|2|10,2|6,2|6|8,0.351043|0.113048|0.108013|0.096839|0.065986
20250128,2025_0128_48_09,4|7|1,4|7|1|6|5,7|4,7|4|6,0.303543|0.130090|0.101181|0.075886|0.064163
20250128,2025_0128_48_10,8|7|11,8|7|11|5|6,7|8,7|8|5,0.163858|0.137329|0.094865|0.090122|0.090122
20250128,2025_0128_48_11,9|8|1,9|8|1|3|7,8|1,8|1|9,0.216509|0.123843|0.119080|0.113410|0.109920
20250128,2025_0128_48_12,1|9|2,1|9|2|10|4,9|1|2,9|1|2|4,0.317220|0.106061|0.092818|0.079971|0.079125
20250128,2025_0128_51_01,3|4|1,3|4|1|5|8,8,8|5|3,0.124668|0.091183|0.090388|0.089979|0.087729
20250128,2025_0128_51_02,6|1|7,6|1|7|3|4,4|6|7,4|6|7|1,0.195035|0.146276|0.146276|0.141974|0.125379
20250128,2025_0128_51_03,8|6|5,8|6|5|3|2,6|3,6|3|5,0.152965|0.097002|0.093579|0.090389|0.079542
20250128,2025_0128_51_04,12|9|10,12|9|10|11|2,9|12,9|12,0.120281|0.109887|0.098898|0.093165|0.085821
20250128,2025_0128_51_05,8|4|3,8|4|3|5|2,4|3|8,4|3|8,0.121288|0.110352|0.101992|0.083993|0.080137
20250128,2025_0128_51_06,6|10|7,6|10|7|12|4,6|7,6|7|4,0.113925|0.103177|0.098735|0.094033|0.092164
20250128,2025_0128_51_07,5|4|9,5|4|9|1|7,9,9|7|4,0.160868|0.131520|0.126396|0.115405|0.099311
20250128,2025_0128_51_08,8|2|1,8|2|1|4|6,1|8,1|8|2,0.179773|0.149811|0.128409|0.116853|0.108484
20250128,2025_0128_51_09,10|3|1,10|3|1|2|6,1|2,1|2|10,0.157571|0.152796|0.140063|0.108938|0.096967
20250128,2025_0128_51_10,2|4|5,2|4|5|6|7,4|2,4|2|5,0.133117|0.133117|0.133117|0.133117|0.133117
20250128,2025_0128_51_11,1|5|8,1|5|8|3|6,8|5,8|5|3,0.355374|0.133265|0.096373|0.096247|0.087690
20250128,2025_0128_51_12,7|6|1,7|6|1|3|4,1,1|7|6,0.257064|0.091900|0.090098|0.084831|0.078547
20250128,2025_0128_54_01,4|7|9,4|7|9|5|6,7|4,7|4|9,0.261425|0.261425|0.261425|0.041535|0.040459
20250128,2025_0128_54_02,10|7|5,10|7|5|1|4,10|4|7,10|4|7|5|1,0.170036|0.121241|0.105713|0.105405|0.104340
20250128,2025_0128_54_03,6|3|8,6|3|8|1|2,6|8,6|8|1,0.157709|0.148432|0.118746|0.112745|0.100934
20250128,2025_0128_54_04,11|1|8,11|1|8|2|4,11|4,11|4|8,0.188200|0.118297|0.101210|0.099941|0.094100
20250128,2025_0128_54_05,5|6|2,5|6|2|4|8,8|5,8|5|2,0.380148|0.097752|0.093919|0.087726|0.084477
20250128,2025_0128_54_06,11|8|1,11|8|1|3|4,11|8,11|8|1,0.192218|0.151028|0.091930|0.090481|0.088100
20250128,2025_0128_54_07,10|9|4,10|9|4|2|5,4|9,4|9|2|10,0.337888|0.153586|0.087601|0.076793|0.075086
20250128,2025_0128_54_08,1|7|2,1|7|2|6|4,6|4|1,6|4|1|7,0.150671|0.140626|0.134369|0.124189|0.120537
20250128,2025_0128_54_09,6|1|2,6|1|2|8|4,6|8|4,6|8|4|2,0.320151|0.200095|0.134801|0.106717|0.075672
20250128,2025_0128_54_10,2|8|3,2|8|3|7|4,2|7,2|7|8,0.328661|0.103467|0.087301|0.083392|0.082165
20250128,2025_0128_54_11,10|6|3,10|6|3|8|9,6|9,6|9|10,0.097738|0.097536|0.092769|0.084829|0.084829
